id,country,description,subDepartment,department,premium,notes,name,number,exampleBrands
categories-CookiesBakerySection-57-8748-2vrsi,CA,Freshly baked cookies sold in the bakery section.,Bakery & Breakfast,Grocery,false,,Cookies - Bakery Section,57,"Tim Hortons, President's Choice, Voortman, Compliments"
categories-CookingOil-23-9887-d4vod,CA,Various cooking oils for household use.,Kitchen & Appliances,Home,false,,Cooking Oil,23,"Crisco, Mazola, Canola Harvest, President's Choice"
categories-CookingOils-47-8745-egaqt,CA,"Assorted vegetable, olive, and specialty oils.",Kitchen & Appliances,Home,false,,Cooking Oils,47,"Mazola, Crisco, Great Value, Compliments"
categories-CookingOilsVinegar-23-7732-l9vfh,US,"A range of oils and vinegars used for cooking, frying, and salad dressings.",Pantry,Grocery,false,,Cooking Oils & Vinegar,23,"Crisco, Filippo Berio, Bragg, Olive Garden"
categories-CookingSprays-233-8746-pexdt,CA,"Cooking sprays for baking, grilling, and non-stick use.",Kitchen & Appliances,Home,false,,Cooking Sprays,233,"Pam, Crisco, Mazola, Compliments"
categories-Coolers-606RP-8744-w17cj,US,"Portable containers used to keep food and beverages cold, typically for outdoor activities like picnics and camping.",Camping,Sports & Outdoor,false,,Coolers,606-RP,"YETI, Coleman, Igloo, RTIC"
categories-Coolers-606RP-9886-afp1l,CA,Portable insulated coolers.,Miscellaneous,General Merchandise,false,,Coolers,606-RP,"Coleman, Igloo, Yeti, Outbound (Canadian Tire)"
categories-CosmeticCottons-722RP-7739-yh256,US,"Cotton swabs, cotton balls, & cotton rounds",Beauty,Beauty,false,,Cosmetic Cottons,722-RP,"Q-Tip, Medline, Swisspers, Cliganic"
categories-CosmeticCottons-CA722RP-8746-zf7m7,CA,"Cotton pads, balls, and swabs for cosmetics.",Personal Care & Beauty,Beauty | Personal Care + Pharmacy,false,,Cosmetic Cottons,CA-722-RP,"Swisspers, Quo Beauty (Shoppers Drug Mart), Life Brand, Shiseido"
categories-Cosmetics-CA448-8748-ss2w5,CA,General beauty and makeup products.,Personal Care & Beauty,Beauty,false,,Cosmetics,CA-448,"L'Oral Paris, Maybelline, CoverGirl, Annabelle"
categories-CosmeticsEssie-195-8747-2yzfy,CA,Essie brand nail care and cosmetics.,Personal Care & Beauty,Beauty,false,,Cosmetics - Essie,195,Essie
categories-CosmeticsNailPolish-273-8750-5f72z,CA,Nail polish and related manicure products.,Personal Care & Beauty,Beauty,false,,Cosmetics - Nail Polish,273,"Essie, Sally Hansen, OPI, Quo Beauty"
categories-CostcoDeli-706RP-8742-6pk36,US,Special collection Costco deli overview,Deli,Grocery,false,,Costco Deli,706-RP,Special collection Costco deli overview
categories-CostcoDeli-706RP-9886-2p3wz,CA,Prepared deli items from Costco.,Meat & Seafood,Grocery,false,,Costco Deli,706-RP,"Kirkland Signature, Maple Leaf, Compliments, President's Choice"
categories-CoughColdFlu-363RP-7732-tmu3e,US,Cold & Flu,Health & Medicine,"Pharmacy, Health & Wellness",false,,"Cough, Cold & Flu",363-RP,Cold & Flu
categories-CoughColdFlu-88-8749-kh9zo,CA,"Medications for cough, cold, and flu relief.",OTC Medicine & Supplements,Health & Wellness,false,,"Cough, Cold & Flu",88,"Buckley's, Tylenol Cold, NeoCitran, Benylin"
categories-Covergirl-279-8746-cpgu4,CA,Covergirl brand beauty and cosmetic products.,Miscellaneous,General Merchandise,false,,Covergirl,279,Covergirl
categories-Crackers-229-7740-hdbeu,US,"Baked goods made from flour and other ingredients, often served with cheese, spreads, or dips.","Snacks, Cookies, & Chips",Grocery,false,,Crackers,229,"Ritz, Wheat Thins, Triscuit, Saltines"
categories-Crackers-229-8750-maf1z,CA,Packaged crackers of all types.,Pantry & Snacks,Grocery,false,,Crackers,229,"Christie, Triscuit, Ritz, President's Choice"
categories-CrackersCrispBread-97-8750-yb4jb,CA,Packaged crackers and crisp breads for snacking.,Bakery & Breakfast,Grocery,false,,Crackers & Crisp Bread,97,"Christie, Ryvita, Dare, President's Choice"
categories-Crafting-674RP-7737-qh4z5,US,"General term for creating projects by hand, using materials such as paper, fabric, or clay.","Arts, Crafts & Sewing","Arts, Crafts, Sewing & Party Supplies",false,,Crafting,674-RP,"Michaels, Joann Fabrics, Hobby Lobby, Cricut"
categories-Crafting-674RP-8748-816ka,CA,General crafting materials and kits.,Office Supplies & Crafts,Office & Crafts,false,,Crafting,674-RP,"Michaels, Elmer's, Crayola, Dollarama"
categories-CreamCheese-419-8750-ez3al,CA,Packaged cream cheese products.,Dairy & Eggs,Grocery,false,,Cream Cheese,419,"Philadelphia, Saputo, Tre Stelle, President's Choice"
categories-CreamCheese-419RP-7739-9uawe,US,"A soft, spreadable cheese often used in baking, spreads, and as a topping for bagels.",Dairy & Eggs,Grocery,false,,Cream Cheese,419-RP,"Philadelphia, Organic Valley, Horizon, Kite Hill"
categories-Creamers-263-7732-7cvaj,US,Liquid or powdered products used to add creaminess and sweetness to coffee or tea.,Dairy & Eggs,Grocery,false,,Creamers,263,"Coffee-Mate, International Delight, Half & Half (generic), Silk"
categories-Cucumbers-134-8747-ao75u,CA,Fresh cucumbers sold in produce sections.,Miscellaneous,General Merchandise,false,,Cucumbers,134,"Compliments, President's Choice, Fresh Del Monte, Mucci Farms (Canada)"
categories-CurtainsWindowTreatments-466RP-7733-tshor,US,"Fabric or blinds used to cover windows for privacy, light control, and decoration.",Decor,Home Improvement,false,,Curtains & Window Treatments,466-RP,"Eclipse, Mainstays, AmazonBasics, Lush Dcor"
categories-CurtainsWindowTreatments-466RP-8746-470k4,CA,Curtains and window treatment products.,Pet Supplies,Pets,false,,Curtains & Window Treatments,466-RP,"Umbra, IKEA, Bouclair, Wayfair Canada"
categories-Cutlery-499RP-7735-dnwdn,US,"Knives, forks, spoons, and other utensils used for eating and food preparation.",Kitchen & Dining,"Home, Furniture & Appliances",false,,Cutlery,499-RP,"Henckels, Cuisinart, WÃ¼sthof, Victorinox"
categories-Cutlery-499RP-8749-zxxg4,CA,"Knives, forks, spoons, and cutlery sets.",Miscellaneous,General Merchandise,false,,Cutlery,499-RP,"Cambridge, Oneida, President's Choice, IKEA"
categories-DIYFloralArranging-671RP-7728-7y2l4,US,Materials and tools used to create floral arrangements for home dcor or events.,Arts Crafts & Sewing,"Arts, Crafts, Sewing & Party Supplies",false,,DIY Floral Arranging,671-RP,"Afloral, FiftyFlowers, Balsa Circle, Michaels"
categories-DIYFloralArranging-671RP-9887-osb6r,CA,Supplies for arranging flowers at home.,Miscellaneous,General Merchandise,false,,DIY Floral Arranging,671-RP,"Michaels, Dollarama, Walmart Canada, DeSerres"
categories-DairyFreeCheese-5995-8750-mq4nm,CA,"Non-dairy cheese alternatives made from soy, nuts, or oats.",Dairy & Eggs,Grocery,false,,Dairy Free Cheese,59 | 95,"Daiya (Canada), Earth Island, Violife, President's Choice"
categories-DairyFreeRefrigerated-85-9886-zf8pk,CA,Refrigerated non-dairy products such as creamers and spreads.,Dairy & Eggs,Grocery,false,,Dairy Free Refrigerated,85,"Silk, So Delicious, Daiya, Earth's Own (Canada)"
categories-DairyFreeYogurt-221-9886-jwikb,CA,Plant-based yogurt alternatives.,Dairy & Eggs,Grocery,false,,Dairy Free Yogurt,221,"Silk, So Delicious, Yoso (Canada), Daiya"
categories-DairyMilk-178-7735-lg58z,US,"Milk produced by cows, commonly used in beverages, baking, and as an ingredient in many foods.",Dairy & Eggs,Grocery,false,,Dairy Milk,178,"Horizon Organic, Organic Valley, Fairlife, Borden"
categories-DecorativeAccents-482RP-7739-0o7gx,US,"Small decorative items used to enhance home decor, such as vases, sculptures, and art.",Decor,"Home, Furniture & Appliances",false,,Decorative Accents,482-RP,"Pier 1, HomeGoods, Kirkland's, Bed Bath & Beyond"
categories-DecorativeAccents-482RP-8746-59rss,CA,Decorative accents for home styling.,Furniture & Home Dcor,Home,false,,Decorative Accents,482-RP,"Structube, Bouclair, Umbra, IKEA"
categories-DeliMeatsCheese-370RP-7738-buqmk,US,"Pre-sliced meats and cheeses, often sold at delis or in pre-packaged formats.",Meat & Seafood,Grocery,false,,Deli Meats & Cheese,370-RP,"Oscar Mayer, Boar's Head, Hillshire Farm, Sargento"
categories-DeliMeatsCheese-370RP-8748-xmxue,CA,Fresh or frozen protein options prepared as part of meals.,Meat & Seafood,Grocery,false,,Deli Meats & Cheese,370-RP,"Maple Leaf, Schneiders, Olymel, Compliments"
esUHOwbmforgH1eL0MQm,US,"Deli Soups include ready-to-eat, refrigerated soups intended for immediate consumption or short-term storage, typically sold in deli, grab-and-go, or refrigerated prepared foods areas.

*If the soup is refrigerated, fresh, and meant to be eaten soon — it belongs here.","Deli/Produce - Grab-and-Go Coolers (Near pre-made foods) ",Grocery,false,"✅ Includes: Refrigerated, Ready-to-Eat Soups, Broth-based soups, Cream-based soups, Chowders & bisques, Noodle soups, Fresh or Prepared Soups, House-made deli soups, Branded refrigerated soups, Grab-and-Go Soup Cups / Bowls, Seasonal or Rotating Deli Soups

❌ Excludes: Shelf-stable canned soups, Dry soup mixes, Frozen soups (unless explicitly merchandised with deli items), Shelf-stable boxed soups",Deli Soups,749-RP,
categories-DentalFlossPicks-324-8747-z32i6,CA,"Floss, picks, and other interdental cleaning tools.",Miscellaneous,General Merchandise,false,,Dental Floss & Picks,324,"Oral-B, Glide, GUM, Life Brand"
categories-DentureCare-319-7739-y2zwm,US,"Products used for cleaning and maintaining dentures, such as cleaning tablets and adhesives.",Oral Care,Personal Care,false,,Denture Care,319,"Polident, Fixodent, Efferdent, Super Poligrip"
categories-DentureCare-319-8746-1rkbp,CA,"Denture cleansers, adhesives, and accessories.",Auto Parts & Maintenance,Automotive,false,,Denture Care,319,"Polident, Fixodent, Life Brand, Efferdent"
categories-Deodorant-20633-9886-r5ywu,CA,Personal deodorant and antiperspirant products.,Miscellaneous,General Merchandise,false,,Deodorant,20 | 633,"Dove, Old Spice, Secret, Degree"
categories-DeodorantAntiperspirant-20-8742-9u6cy,US,"Products used to control body odor and reduce sweating, including sprays, sticks, and roll-ons.",Bath & Body,Personal Care,false,,Deodorant & Antiperspirant,20,"Secret, Old Spice, Dove, Degree"
categories-DesktopComputers-593RP-7729-1udt1,US,"Personal computers designed to be placed on desks, typically more powerful than laptops.","Computers, Laptops & Tablets",Electronics,false,,Desktop Computers,593-RP,"Apple, Dell, HP, Lenovo"
categories-DesktopComputers-593RP-8746-ijafv,CA,Desktop PCs and workstations.,Consumer Electronics,Electronics,false,,Desktop Computers,593-RP,"HP, Dell, Lenovo, Acer"
categories-DiabetesCare-544RP-7738-m1lvh,US,"Products designed to manage and monitor diabetes, including glucose meters and test strips.",Health & Medicine,"Pharmacy, Health & Wellness",false,,Diabetes Care,544-RP,"OneTouch, Accu-Chek, Freestyle, ReliOn"
categories-DiabetesCare-544RP-9886-r7bip,CA,Products for monitoring and managing diabetes.,OTC Medicine & Supplements,Health & Wellness,false,,Diabetes Care,544-RP,"Accu-Chek, OneTouch, LifeScan, Bayer Contour"
categories-DiapersWipes-74-7739-ruykg,US,"Products for infant and adult care, including disposable diapers and baby wipes.",Diapering,Baby,false,,Diapers & Wipes,74,"Pampers, Huggies, Luvs, Honest Company"
categories-DieCutting-670RP-7732-17snw,US,Crafting tool that cuts shapes from paper or other materials using a die.,Arts Crafts & Sewing,"Arts, Crafts, Sewing & Party Supplies",false,,Die Cutting,670-RP,"Cricut, Sizzix, Silhouette, Spellbinders"
categories-DieCutting-670RP-8746-rwhny,CA,Die cutting machines and supplies.,Miscellaneous,General Merchandise,false,,Die Cutting,670-RP,"Cricut, Sizzix, Brother ScanNCut, We R Memory Keepers"
categories-DigestiveHealth-19-9887-yy6xg,CA,Supplements and remedies for digestive health.,OTC Medicine & Supplements,Health & Wellness,false,,Digestive Health,19,"Metamucil, Tums, Prodiem, RestoraLAX"
categories-DigestiveHealth-360RP-7728-hzcjj,US,"Products designed to support or improve digestive function, including probiotics and fiber supplements.",Digestive Health,"Pharmacy, Health & Wellness",false,,Digestive Health,360-RP,"Align, Pepto-Bismol, Culturelle, Activia"
categories-DiningEntertaining-492RP-7732-34usu,US,"Products for hosting meals and gatherings, including dinnerware, glassware, and serveware.",Home,"Home, Furniture & Appliances",false,,Dining & Entertaining,492-RP,"Corelle, Lenox, Mikasa, Gibson"
categories-DiningEntertaining-492RP-8746-75t6a,CA,"Dinnerware, serveware, and entertaining accessories.",Kitchen & Appliances,Home,false,,Dining & Entertaining,492-RP,"Trudeau, Stokes, President's Choice, IKEA"
categories-DishwasherDetergent-212-8746-935qn,CA,"Dishwasher pods, powders, and gels.",Miscellaneous,General Merchandise,false,,Dishwasher Detergent,212,"Cascade, Finish, President's Choice, Compliments"
categories-Dishwashing-212-7732-i58vn,US,"Detergents, tools, and accessories designed for washing dishes and cookware.",Cleaning Supplies,Household Essentials,false,,Dishwashing,212,"Dawn, Palmolive, Cascade, Mrs. Meyer's"
categories-DishwashingLiquid-211-8749-h9ija,CA,Liquid dish soaps for manual washing.,Miscellaneous,General Merchandise,false,,Dishwashing Liquid,211,"Palmolive, Dawn, Sunlight, President's Choice"
categories-DisinfectingWipes-99-9886-y2ue8,CA,Pre-moistened wipes for disinfecting surfaces.,Miscellaneous,General Merchandise,false,,Disinfecting Wipes,99,"Lysol, Clorox, President's Choice, Compliments"
categories-DisplayDash-01RP-8749-o3ws7,CA,Merchandising and promotional display tracking.,Miscellaneous,General Merchandise,false,,Display Dash,01-RP,"No Frills, Loblaws, Sobeys, Walmart"
categories-DisposableTableware-354RP-7730-1qpb6,US,"Single-use cups, bowls, napkins and plates",Paper & Plastic,Household Essentials,false,,Disposable Tableware,354-RP,"Chinet, Dixie, Hefty, Solo"
categories-DisposableTableware-354RP-8746-5rrid,CA,"Disposable plates, cups, and utensils.",Miscellaneous,General Merchandise,false,,Disposable Tableware,354-RP,"Dixie, Solo, Compliments, Great Value"
categories-DogBowlsAccessories-536RP-7739-6x6be,US,"Feeding bowls and accessories for dogs, such as water dispensers and leashes.",Pets,Pets,false,,Dog Bowls & Accessories,536-RP,"PetSafe, OXO, Neater Pets, PetFusion"
categories-DogBowlsAccessories-536RP-9886-17tw3,CA,"Products for dogs, such as food, treats, and toys.",Pet Supplies,Pets,false,,Dog Bowls & Accessories,536-RP,"Kong, Pet Valu, PetSmart Top Paw, Loving Pets"
categories-DogFood-4-7739-phrb6,CA,"Products for dogs, such as food, treats, and toys.",Pet Supplies,Pets,false,,Dog Food,4,"Purina Beneful, Pedigree"
categories-DogFood-4-7739-snzun,US,"Food products formulated for dogs, including dry kibble, wet food, and special dietary options.",Dogs,Pets,false,,Dog Food,4,"Pedigree, Hill's Science Diet, Blue Buffalo, Royal Canin"
categories-DogToys-535RP-7736-bod5b,US,"Toys designed for dogs, including chew toys, fetch toys, and interactive games.",Pets,Pets,false,,Dog Toys,535-RP,"KONG, Nylabone, Chuckit!, Petstages"
categories-DogToys-535RP-9886-d6wob,CA,"Products for dogs, such as food, treats, and toys.",Toys & Games,Toys,false,,Dog Toys,535-RP,"Kong, Hartz, Pet Valu, PetSmart Top Paw"
categories-DogTreats-5-7737-soybs,US,"Treats and snacks designed for dogs, used for training, rewards, or as a snack.",Dogs,Pets,false,,Dog Treats,5,"Milk-Bone, Greenies, Beggin', Pedigree"
categories-DogTreats-5-9886-jlplb,CA,"Products for dogs, such as food, treats, and toys.",Pet Supplies,Pets,false,,Dog Treats,5,"Milk-Bone, Beggin' Strips, President's Choice, Compliments"
categories-DollsDollHouses-352RP-7729-k2h9i,US,"Toys designed for imaginative play, including dolls, action figures, and dollhouses.",Toys & Games,Toys,false,,Dolls & Doll Houses,352-RP,"Barbie, American Girl, Fisher-Price, Our Generation"
categories-DollsDollHouses-352RP-8746-p2mxs,CA,"Dolls, dollhouses, and accessories.",Toys & Games,Toys,false,,Dolls & Doll Houses,352-RP,"Barbie, Our Generation (Canada), American Girl, LOL Surprise"
categories-DrinkMixes-378RP-7732-l6qra,US,"Powdered or liquid concentrates used to make beverages such as flavored water, lemonade, or sports drinks.",Beverages,Grocery,false,,Drink Mixes,378-RP,"Crystal Light, Kool-Aid, Tang, Country Time"
categories-DrinkMixesLiquidIV-378RP-8749-jsttu,CA,"Hydration and electrolyte drink mixes, including Liquid I.V.",Miscellaneous,General Merchandise,false,,Drink Mixes (Liquid IV),378-RP,"Liquid I.V., Biosteel (Canada), Nuun, Gatorade"
categories-DrinkstoGo-373RP-7732-5f280,US,"Bottled beverages including water, juice, soda, and energy drinks for convenient transport.",To Go,Grocery,false,,Drinks to Go,373-RP,"Crystal Light, Mio, Kool-Aid, Tang"
categories-DrinkstoGo-373RP-9887-5sy2s,CA,Single-serve and ready-to-drink beverages.,Miscellaneous,General Merchandise,false,,Drinks to Go,373-RP,"Naked, Oasis Hydrafruit, Simply, Happy Planet"
categories-Drinkware-500RP-7732-btbow,US,"Glassware for beverages, including cups, mugs, and tumblers.",Kitchen & Dining,"Home, Furniture & Appliances",false,,Drinkware,500-RP,"Corelle, Tervis, Libbey, Contigo"
categories-Drinkware-500RP-8746-s8gj1,CA,"Cups, mugs, glasses, and tumblers.",Miscellaneous,General Merchandise,false,,Drinkware,500-RP,"Starfrit, Trudeau, President's Choice, Anchor Hocking"
categories-DryPasta-214-7729-0ssqp,US,"Uncooked pasta products, including spaghetti, penne, and macaroni.",Pantry,Grocery,false,,Dry Pasta,214,"Barilla, Ronzoni, De Cecco, Mueller's"
categories-Eggs-180-7733-z7hij,US,"A staple ingredient in many dishes, eggs are commonly used in baking, cooking, and as a protein source.",Dairy & Eggs,Grocery,false,,Eggs,180,"Eggland's Best, Vital Farms, Happy Egg, Pete and Gerry's"
categories-Eggs-180-8747-854ls,CA,Fresh eggs in cartons.,Dairy & Eggs,Grocery,false,,Eggs,180,"Burnbrae Farms (Canada), Gray Ridge, Compliments, President's Choice"
categories-ElectricShaving-321-8747-3afyh,CA,Electric razors and grooming devices.,Miscellaneous,General Merchandise,false,,Electric Shaving,321,"Philips, Braun, Remington, Panasonic"
categories-ElectricToothbrushes-325-7739-h4sbj,US,"Toothbrushes powered by electricity, providing a more efficient clean compared to manual brushes.",Oral Care,Personal Care,false,,Electric Toothbrushes,325,"Philips Sonicare, Oral-B, Colgate, Waterpik"
categories-ElectricToothbrushes-325-8747-q7on0,CA,Electric toothbrushes and brush heads.,Oral Care,Health & Wellness,false,,Electric Toothbrushes,325,"Oral-B, Philips Sonicare, Colgate, Life Brand"
categories-EmergencyInstitutionalFoods-621RP-7729-mz6tl,US,Long shelf-life food products designed for emergency preparedness or institutional use.,Emergency Prep,Sports & Outdoor,false,,Emergency & Institutional Foods,621-RP,"Augason Farms, Mountain House, Wise Company, Legacy"
categories-EmergencyInstitutionalFoods-621RP-9887-o2xak,CA,Shelf-stable emergency and bulk institutional foods.,Miscellaneous,General Merchandise,false,,Emergency & Institutional Foods,621-RP,"Augason Farms, Wise Company, ReadyWise, Thrive Life"
categories-EncoreNofrillsBeverageCooler-209-8747-bjgei,CA,Encore beverage cooler placement in No Frills stores.,Miscellaneous,General Merchandise,false,,Encore - Nofrills Beverage Cooler,209,"Frigidaire, Danby (Canada), GE, Insignia"
categories-EnergyDrinks-145-7740-0v65h,US,"Beverages that provide a boost of energy, typically containing caffeine, sugar, and other stimulants.",Beverages,Grocery,false,,Energy Drinks,145,"Red Bull, Monster, Rockstar, 5-hour Energy"
categories-EnergyDrinks-145-8750-rhqin,CA,Packaged energy drinks.,Beverages,Grocery,false,,Energy Drinks,145,"Red Bull, Monster, Rockstar, Guru (Canada)"
categories-EngineCooling-693RP-7737-4545e,US,"Components that help keep a vehicle's engine at a safe temperature, including radiators and fans.",Auto & Tires,Auto & Tires,false,,Engine Cooling,693-RP,"Mishimoto, Hayden, Behr, Gates"
categories-EngineCooling-693RP-8745-7c01c,CA,Automotive engine cooling parts and fluids.,Auto Parts & Maintenance,Automotive,false,,Engine Cooling,693-RP,"Gates, Dorman, ACDelco, Canadian Tire Motomaster"
categories-EngineParts-694RP-7728-pn02o,US,"Replacement parts for automotive engines, including pistons, valves, and belts.",Auto & Tires,Auto & Tires,false,,Engine Parts,694-RP,"AC Delco, Mahle, Dorman, Fel-Pro"
categories-EngineParts-694RP-9886-jejei,CA,Replacement automotive engine parts.,Auto Parts & Maintenance,Automotive,false,,Engine Parts,694-RP,"ACDelco, Bosch, NGK, MotoMaster (Canadian Tire)"
categories-EnvelopesMailingSupplies-577RP-8742-3quws,US,"Items for mailing and shipping, including envelopes, packaging, and stamps.",Office Supplies,School & Office Supplies,false,,Envelopes & Mailing Supplies,577-RP,"Staples, Office Depot, Quality Park, 3M"
categories-EnvelopesMailingSupplies-577RP-8749-hopji,CA,"Mailing envelopes, labels, and packing supplies.",Miscellaneous,General Merchandise,false,,Envelopes & Mailing Supplies,577-RP,"Staples, Avery, Mead, Uline"
categories-ExerciseFitness-641RP-7729-24152,US,"Equipment and gear for physical fitness and exercise, including weights, mats, and resistance bands.",Sports & Outdoors,Sports & Outdoor,false,,Exercise & Fitness,641-RP,"Bowflex, Peloton, NordicTrack, Fitbit"
categories-ExerciseFitness-641RP-8747-2s55w,CA,Equipment and accessories for fitness training.,Recreation & Fitness,Sports & Outdoors,false,,Exercise & Fitness,641-RP,"Bauer Fitness, Bowflex, NordicTrack, GoodLife Gear"
categories-ExhaustPartsEmissionsParts-695RP-7737-v4q1a,US,"Parts of a vehicle's exhaust system, including mufflers, catalytic converters, and pipes.",Auto & Tires,Auto & Tires,false,,Exhaust Parts & Emissions Parts,695-RP,"MagnaFlow, Flowmaster, Walker, Walker Exhaust"
categories-ExhaustPartsEmissionsParts-695RP-8747-5o79o,CA,Exhaust and emissions system automotive parts.,Miscellaneous,General Merchandise,false,,Exhaust Parts & Emissions Parts,695-RP,"Bosch, Walker, Canadian Tire Motomaster, MagnaFlow"
categories-ExteriorCarPartsAccessories-696RP-8744-efxtt,US,"Parts and accessories for the outside of a vehicle, including mirrors, bumpers, and lights.",Auto & Tires,Auto & Tires,false,,Exterior Car Parts & Accessories,696-RP,"WeatherTech, Thule, Covercraft, Lund"
categories-ExteriorCarPartsAccessories-696RP-8747-o7loy,CA,Exterior automotive parts and styling accessories.,Auto Parts & Maintenance,Automotive,false,,Exterior Car Parts & Accessories,696-RP,"Canadian Tire Motomaster, Dorman, Lund, WeatherTech"
categories-EyeCare-547RP-8744-jppyc,US,"Products for maintaining eye health, including glasses, contact lenses, and eye drops.",Health & Medicine,"Pharmacy, Health & Wellness",false,,Eye Care,547-RP,"Visine, Refresh, Rohto, Blink"
categories-EyeCare-547RP-8747-jroxp,CA,Eye drops and eye health products.,Auto Parts & Maintenance,Automotive,false,,Eye Care,547-RP,"Refresh, Visine, Systane, Life Brand"
categories-FOODSTORAGE-205-8746-4b1lt,CA,"Containers, wraps, and bags for food storage.",Kitchen & Appliances,Home,false,,FOOD STORAGE,205,"Ziploc, Glad, Rubbermaid, President's Choice"
categories-Fabric-677RP-8742-zjdb8,US,"Textile materials used for crafting, sewing, and creating garments or home dcor.","Arts, Crafts & Sewing","Arts, Crafts, Sewing & Party Supplies",false,,Fabric,677-RP,"Singer, Waverly Inspirations, Stone Harbor"
categories-Fabric-677RP-9887-j9wb2,CA,Textiles and fabric by the yard.,Office Supplies & Crafts,Office & Crafts,false,,Fabric,677-RP,"Fabricland, Michaels, DeSerres, Loops & Threads"
categories-FabricEnhancersPG-340-9886-hvs6f,CA,Procter & Gamble fabric enhancer products.,Office Supplies & Crafts,Office & Crafts,false,,Fabric Enhancers (P&G),340,"Downy, Gain, Fleecy, Snuggle"
categories-FabricSofteners-154-8747-4gxgv,CA,"Fabric softening liquids, sheets, and beads.",Office Supplies & Crafts,Office & Crafts,false,,Fabric Softeners,154,"Downy, Snuggle, Gain, Compliments"
categories-FaceCare-28-8746-lrsj9,CA,"Cleansers, moisturizers, and treatments for facial care.",Auto Parts & Maintenance,Automotive,false,,Face Care,28,"Nivea Men, L'Oral Men Expert, Bulldog, Dove Men+Care"
categories-FaceMakeup-368RP-7737-qejyh,US,"Cosmetics used to enhance or alter the appearance of the face, including foundation, blush, and concealer.",Makeup,Beauty,false,,Face Makeup,368-RP,"Maybelline, L'Oral, Este Lauder, Revlon"
categories-FaceMakeup-368RP-8747-qtlb4,CA,"Foundation, blush, powders, and other facial cosmetics.",Personal Care & Beauty,Beauty,false,,Face Makeup,368-RP,"L'Oral Paris, Maybelline, Annabelle, Quo Beauty"
categories-FacialSkinCare-332-7738-xj74u,US,"Products used for maintaining the health and appearance of facial skin, including moisturizers and cleansers.",(Beauty) (Personal Care),(Beauty) (Personal Care),false,,Facial Skin Care,332,"Neutrogena, Olay, Cetaphil, Nivea"
categories-FacialSkinCare-332-8749-7jox6,CA,"Moisturizers, serums, and facial treatments.",Personal Care & Beauty,Beauty,false,,Facial Skin Care,332,"Neutrogena, Olay, Vichy, Cetaphil"
categories-FacialTissue-76-7736-o5ber,US,"Soft disposable tissues used for facial cleansing, often used for wiping noses or removing makeup.",Paper & Plastic,Household Essentials,false,,Facial Tissue,76,"Kleenex, Puffs, Scott, Seventh Generation"
categories-FacialTissue-76-8745-cf9rx,CA,Boxed and packaged facial tissues.,Miscellaneous,General Merchandise,false,,Facial Tissue,76,"Kleenex, Scotties (Canada), Puffs, Compliments"
categories-FeminineCare-73-8743-zn6fs,US,"Products designed for women's personal hygiene and health, such as tampons, pads, and menstrual cups.",Personal Care,Personal Care,false,,Feminine Care,73,"Tampax, Always, Kotex, L. Organic"
categories-FeminineHygiene-73-9887-pl9j8,CA,"Tampons, pads, liners, and menstrual care products.",Personal Care & Health,Health & Wellness,false,,Feminine Hygiene,73,"Tampax, Always, Kotex, Natracare"
categories-FermentedFoods-718RP-7737-890zu,US,"Shelf stable & chilled fermented foods including Saurkraut, Kimchi",Pantry,Grocery,false,,Fermented Foods,718-RP,"Lucky, Libby's, Silver Floss, Flanagan, Wildbrine, Cortrland Valley"
categories-FermentedFoods-718RP-8749-pkwj5,CA,"Kimchi, sauerkraut, and other fermented foods.",Miscellaneous,General Merchandise,false,,Fermented Foods,718-RP,"Bubbies, Wildbrine, President's Choice, Compliments"
categories-Fertilizer-31-8742-jem6c,US,Nutrients and soil enhancers to promote healthy plant and lawn growth.,Lawn Care,Patio & Garden,false,,Fertilizer,31,"Scotts, Miracle-Gro, Espoma, FoxFarm"
categories-FidgetToys-558RP-8743-n3nxk,US,Toys designed to help with focus and relaxation through tactile engagement.,Toys & Games,Toys,false,,Fidget Toys,558-RP,"Tangle, Fidget Cube, Spinner, ZURU"
categories-FidgetToys-558RP-9887-i454f,CA,Stress-relief and fidget toys.,Toys & Games,Toys,false,,Fidget Toys,558-RP,"Spin Master (Canada), Hasbro, Zuru, Toysmith"
categories-FirePits-522RP-7736-v4gey,US,"Outdoor fire containers used for heating, cooking, or as a decorative feature.",Outdoor Heating,Patio & Garden,false,,Fire Pits,522-RP,"Landmann, Solo Stove, Hampton Bay, Uniflame"
categories-FirePits-522RP-8750-6rb1x,CA,Outdoor fire pits and fire tables.,Miscellaneous,General Merchandise,false,,Fire Pits,522-RP,"Canadian Tire, Home Depot, Lowe's, Rona"
categories-FireSafes-471RP-8742-fxy8i,US,Secure storage containers for protecting documents and valuables from fire damage.,Home Improvement,Home Improvement,false,,Fire Safes,471-RP,"SentrySafe, First Alert, AmazonBasics, Honeywell"
categories-FireSafes-471RP-8749-ylwp1,CA,Household safes for fire protection.,Miscellaneous,General Merchandise,false,,Fire Safes,471-RP,"SentrySafe, Honeywell, First Alert, Mastercraft"
categories-FirstAidWoundCare-545RP-7738-chbf4,US,"Emergency medical supplies for treating injuries, including bandages, antiseptics, and pain relief.",Health & Medicine,"Pharmacy, Health & Wellness",false,,First Aid & Wound Care,545-RP,"Neosporin, Band-Aid, Curad, Johnson & Johnson"
